,source,target,film,year,studio
40,Bob Peterson,Mike Rich,Cars3,2017,Pixar
41,Bob Peterson,Scott Morse,Cars3,2017,Pixar
42,Bob Peterson,John Lasseter,Cars3,2017,Pixar
43,Bob Peterson,Kevin Reher,Cars3,2017,Pixar
44,Bob Peterson,Andrea Warren,Cars3,2017,Pixar
45,Mike Rich,Scott Morse,Cars3,2017,Pixar
46,Mike Rich,John Lasseter,Cars3,2017,Pixar
47,Mike Rich,Kevin Reher,Cars3,2017,Pixar
48,Mike Rich,Andrea Warren,Cars3,2017,Pixar
49,Scott Morse,John Lasseter,Cars3,2017,Pixar
50,Scott Morse,Kevin Reher,Cars3,2017,Pixar
51,Scott Morse,Andrea Warren,Cars3,2017,Pixar
52,John Lasseter,Kevin Reher,Cars3,2017,Pixar
53,John Lasseter,Andrea Warren,Cars3,2017,Pixar
54,Kevin Reher,Andrea Warren,Cars3,2017,Pixar
0,Lee Unkrich,Adrian Molina,CoCo,2017,Pixar
1,Lee Unkrich,Jason Katz,CoCo,2017,Pixar
2,Lee Unkrich,Matthew Aldrich,CoCo,2017,Pixar
3,Lee Unkrich,Darla K. Anderson,CoCo,2017,Pixar
4,Lee Unkrich,Mary Alice Drumm,CoCo,2017,Pixar
5,Lee Unkrich,John Lasseter,CoCo,2017,Pixar
6,Adrian Molina,Jason Katz,CoCo,2017,Pixar
7,Adrian Molina,Matthew Aldrich,CoCo,2017,Pixar
8,Adrian Molina,Darla K. Anderson,CoCo,2017,Pixar
9,Adrian Molina,Mary Alice Drumm,CoCo,2017,Pixar
10,Adrian Molina,John Lasseter,CoCo,2017,Pixar
11,Jason Katz,Matthew Aldrich,CoCo,2017,Pixar
12,Jason Katz,Darla K. Anderson,CoCo,2017,Pixar
13,Jason Katz,Mary Alice Drumm,CoCo,2017,Pixar
14,Jason Katz,John Lasseter,CoCo,2017,Pixar
15,Matthew Aldrich,Darla K. Anderson,CoCo,2017,Pixar
16,Matthew Aldrich,Mary Alice Drumm,CoCo,2017,Pixar
17,Matthew Aldrich,John Lasseter,CoCo,2017,Pixar
18,Darla K. Anderson,Mary Alice Drumm,CoCo,2017,Pixar
19,Darla K. Anderson,John Lasseter,CoCo,2017,Pixar
20,Mary Alice Drumm,John Lasseter,CoCo,2017,Pixar
0,Brad Bird,John Lasseter,Incred2,2018,Pixar
1,Brad Bird,Nicole Paradis Grindle,Incred2,2018,Pixar
2,Brad Bird,John Walker,Incred2,2018,Pixar
3,John Lasseter,Nicole Paradis Grindle,Incred2,2018,Pixar
4,John Lasseter,John Walker,Incred2,2018,Pixar
5,Nicole Paradis Grindle,John Walker,Incred2,2018,Pixar
0,Josh Cooley,John Lasseter,ToyStory4,2019,Pixar
1,Josh Cooley,Andrew Stanton,ToyStory4,2019,Pixar
2,Josh Cooley,Valerie LaPointe,ToyStory4,2019,Pixar
3,Josh Cooley,Rashida Jones,ToyStory4,2019,Pixar
4,Josh Cooley,Will McCormack,ToyStory4,2019,Pixar
5,Josh Cooley,Martin Hynes,ToyStory4,2019,Pixar
6,Josh Cooley,Stephany Folsom,ToyStory4,2019,Pixar
7,Josh Cooley,Pete Docter,ToyStory4,2019,Pixar
8,Josh Cooley,Mark Nielsen,ToyStory4,2019,Pixar
9,Josh Cooley,Jonas Rivera,ToyStory4,2019,Pixar
10,Josh Cooley,Lee Unkrich,ToyStory4,2019,Pixar
11,John Lasseter,Andrew Stanton,ToyStory4,2019,Pixar
12,John Lasseter,Valerie LaPointe,ToyStory4,2019,Pixar
13,John Lasseter,Rashida Jones,ToyStory4,2019,Pixar
14,John Lasseter,Will McCormack,ToyStory4,2019,Pixar
15,John Lasseter,Martin Hynes,ToyStory4,2019,Pixar
16,John Lasseter,Stephany Folsom,ToyStory4,2019,Pixar
17,John Lasseter,Pete Docter,ToyStory4,2019,Pixar
18,John Lasseter,Mark Nielsen,ToyStory4,2019,Pixar
19,John Lasseter,Jonas Rivera,ToyStory4,2019,Pixar
20,John Lasseter,Lee Unkrich,ToyStory4,2019,Pixar
21,Andrew Stanton,Valerie LaPointe,ToyStory4,2019,Pixar
22,Andrew Stanton,Rashida Jones,ToyStory4,2019,Pixar
23,Andrew Stanton,Will McCormack,ToyStory4,2019,Pixar
24,Andrew Stanton,Martin Hynes,ToyStory4,2019,Pixar
25,Andrew Stanton,Stephany Folsom,ToyStory4,2019,Pixar
26,Andrew Stanton,Pete Docter,ToyStory4,2019,Pixar
27,Andrew Stanton,Mark Nielsen,ToyStory4,2019,Pixar
28,Andrew Stanton,Jonas Rivera,ToyStory4,2019,Pixar
29,Andrew Stanton,Lee Unkrich,ToyStory4,2019,Pixar
30,Valerie LaPointe,Rashida Jones,ToyStory4,2019,Pixar
31,Valerie LaPointe,Will McCormack,ToyStory4,2019,Pixar
32,Valerie LaPointe,Martin Hynes,ToyStory4,2019,Pixar
33,Valerie LaPointe,Stephany Folsom,ToyStory4,2019,Pixar
34,Valerie LaPointe,Pete Docter,ToyStory4,2019,Pixar
35,Valerie LaPointe,Mark Nielsen,ToyStory4,2019,Pixar
36,Valerie LaPointe,Jonas Rivera,ToyStory4,2019,Pixar
37,Valerie LaPointe,Lee Unkrich,ToyStory4,2019,Pixar
38,Rashida Jones,Will McCormack,ToyStory4,2019,Pixar
39,Rashida Jones,Martin Hynes,ToyStory4,2019,Pixar
40,Rashida Jones,Stephany Folsom,ToyStory4,2019,Pixar
41,Rashida Jones,Pete Docter,ToyStory4,2019,Pixar
42,Rashida Jones,Mark Nielsen,ToyStory4,2019,Pixar
43,Rashida Jones,Jonas Rivera,ToyStory4,2019,Pixar
44,Rashida Jones,Lee Unkrich,ToyStory4,2019,Pixar
45,Will McCormack,Martin Hynes,ToyStory4,2019,Pixar
46,Will McCormack,Stephany Folsom,ToyStory4,2019,Pixar
47,Will McCormack,Pete Docter,ToyStory4,2019,Pixar
48,Will McCormack,Mark Nielsen,ToyStory4,2019,Pixar
49,Will McCormack,Jonas Rivera,ToyStory4,2019,Pixar
50,Will McCormack,Lee Unkrich,ToyStory4,2019,Pixar
51,Martin Hynes,Stephany Folsom,ToyStory4,2019,Pixar
52,Martin Hynes,Pete Docter,ToyStory4,2019,Pixar
53,Martin Hynes,Mark Nielsen,ToyStory4,2019,Pixar
54,Martin Hynes,Jonas Rivera,ToyStory4,2019,Pixar
55,Martin Hynes,Lee Unkrich,ToyStory4,2019,Pixar
56,Stephany Folsom,Pete Docter,ToyStory4,2019,Pixar
57,Stephany Folsom,Mark Nielsen,ToyStory4,2019,Pixar
58,Stephany Folsom,Jonas Rivera,ToyStory4,2019,Pixar
59,Stephany Folsom,Lee Unkrich,ToyStory4,2019,Pixar
60,Pete Docter,Mark Nielsen,ToyStory4,2019,Pixar
61,Pete Docter,Jonas Rivera,ToyStory4,2019,Pixar
62,Pete Docter,Lee Unkrich,ToyStory4,2019,Pixar
63,Mark Nielsen,Jonas Rivera,ToyStory4,2019,Pixar
64,Mark Nielsen,Lee Unkrich,ToyStory4,2019,Pixar
65,Jonas Rivera,Lee Unkrich,ToyStory4,2019,Pixar
